Time	Per
60.4640	0.00585 
60.4198	0.00584 
60.4211	0.00584 
60.4175	0.00584 
60.4069	0.00584 
60.4158	0.00584 
60.4175	0.00584 
60.4204	0.00584 
60.5496	0.00586 
61.1806	0.00591 
61.0066	0.00590 
61.1627	0.00591 
60.9448	0.00589 
61.1690	0.00591 
60.6111	0.00586 
60.4131	0.00584 
60.4128	0.00584 
60.4110	0.00584 
60.4067	0.00584 
60.4084	0.00584 
60.4196	0.00584 
60.4133	0.00584 
60.4038	0.00584 
60.4264	0.00584 
60.4175	0.00584 
60.4141	0.00584 
60.4104	0.00584 
60.4135	0.00584 
60.4090	0.00584 
60.4193	0.00584 
60.4149	0.00584 
60.4152	0.00584 
60.4089	0.00584 
60.4264	0.00584 
60.4219	0.00584 
60.4075	0.00584 
60.4119	0.00584 
60.4119	0.00584 
60.4131	0.00584 
60.4123	0.00584 
60.4149	0.00584 
60.8347	0.00588 
60.4136	0.00584 
60.4181	0.00584 
60.4091	0.00584 
60.4171	0.00584 
60.4202	0.00584 
60.4071	0.00584 
60.4139	0.00584 
60.4119	0.00584 
60.4186	0.00584 
60.4088	0.00584 
60.4249	0.00584 
60.4149	0.00584 
60.4154	0.00584 
60.4087	0.00584 
60.4212	0.00584 
60.4299	0.00584 
60.4093	0.00584 
60.4111	0.00584 
60.4194	0.00584 
60.4238	0.00584 
60.4150	0.00584 
60.8256	0.00588 
60.6176	0.00586 
60.4255	0.00584 
60.4311	0.00584 
60.4306	0.00584 
60.4203	0.00584 
60.4173	0.00584 
60.4177	0.00584 
60.4170	0.00584 
60.4242	0.00584 
60.4132	0.00584 
60.4201	0.00584 
60.4216	0.00584 
60.4150	0.00584 
60.4196	0.00584 
60.4262	0.00584 
60.4177	0.00584 
60.4251	0.00584 
60.4205	0.00584 
60.4126	0.00584 
60.4158	0.00584 
60.4232	0.00584 
60.4134	0.00584 
60.4162	0.00584 
60.4242	0.00584 
60.4125	0.00584 
60.4203	0.00584 
60.4225	0.00584 
60.4099	0.00584 
60.4200	0.00584 
60.4261	0.00584 
60.4202	0.00584 
60.4255	0.00584 
60.4256	0.00584 
60.4208	0.00584 
60.4093	0.00584 
60.4264	0.00584 
