Time	Per
10.4707	0.00094 
10.4693	0.00094 
10.4671	0.00094 
10.4661	0.00094 
10.4666	0.00094 
10.4655	0.00094 
10.4669	0.00094 
10.4649	0.00094 
10.4676	0.00094 
10.4667	0.00094 
10.4632	0.00094 
10.4655	0.00094 
10.4675	0.00094 
10.4665	0.00094 
10.4666	0.00094 
10.4662	0.00094 
10.4651	0.00094 
10.4652	0.00094 
10.4640	0.00094 
10.4645	0.00094 
10.4691	0.00094 
10.4660	0.00094 
10.4634	0.00094 
10.4644	0.00094 
10.4647	0.00094 
10.4643	0.00094 
10.4676	0.00094 
10.4661	0.00094 
10.4657	0.00094 
10.4646	0.00094 
10.4665	0.00094 
10.4672	0.00094 
10.4688	0.00094 
10.4652	0.00094 
10.4646	0.00094 
10.4642	0.00094 
10.4655	0.00094 
10.4677	0.00094 
10.4661	0.00094 
10.4662	0.00094 
10.4635	0.00094 
10.4655	0.00094 
10.4634	0.00094 
10.4660	0.00094 
10.4657	0.00094 
10.4653	0.00094 
10.4630	0.00094 
10.4659	0.00094 
10.4639	0.00094 
10.4672	0.00094 
10.4626	0.00094 
10.4657	0.00094 
10.4632	0.00094 
10.4665	0.00094 
10.4640	0.00094 
10.4683	0.00094 
10.4645	0.00094 
10.4649	0.00094 
10.4634	0.00094 
10.4653	0.00094 
10.4637	0.00094 
10.4652	0.00094 
10.4653	0.00094 
10.4657	0.00094 
10.4656	0.00094 
10.4667	0.00094 
10.4658	0.00094 
10.4688	0.00094 
10.4690	0.00094 
10.4666	0.00094 
10.4640	0.00094 
10.4666	0.00094 
10.4690	0.00094 
10.4678	0.00094 
10.4651	0.00094 
10.4670	0.00094 
10.4665	0.00094 
10.4667	0.00094 
10.4669	0.00094 
10.4678	0.00094 
10.4645	0.00094 
10.4656	0.00094 
10.4639	0.00094 
10.4670	0.00094 
10.4665	0.00094 
10.4643	0.00094 
10.4660	0.00094 
10.4661	0.00094 
10.4648	0.00094 
10.4651	0.00094 
10.4670	0.00094 
10.4675	0.00094 
10.4672	0.00094 
10.4657	0.00094 
10.4636	0.00094 
10.4660	0.00094 
10.4692	0.00094 
10.4667	0.00094 
10.4647	0.00094 
10.4660	0.00094 
